Line Tag,Cluster Sequence
"<f19r.2,+P0>","[None, None, 8, None, None, None, None, 8, 3, 8, None]"
"<f19r.3,+P0>","[None, None, 3, None, 8, 2]"
"<f19r.4,+P0>","[None, 8, None, None, None]"
"<f19r.5,+P0>","[None, None, None, 8, 8]"
"<f19r.6,+P0>","[None, None, 8, None, 8]"
"<f19r.7,+P0>","[None, None, 8, None, 8, None, 3]"
"<f19r.8,+P0>","[8, None, 8, 3, None, 3, None]"
"<f19r.9,+P0>","[None, 8, 8, 8, None, None]"
"<f19r.10,+P0>","[8, None, None, None, None]"
"<f19r.11,+P0>","[None, None, None, None]"
"<f19r.12,+P0>","[None, None, 8, 5]"
"<f19r.13,+P0>","[None, None]"
<f19v>,[]
"<f19v.1,@P0>","[None, None, None, None, None]"
"<f19v.2,+P0>","[None, None, 8, None, None, 5]"
"<f19v.3,+P0>","[None, None, None, 2, 5]"
"<f19v.4,+P0>","[None, None, None, 8, 8]"
"<f19v.5,+P0>","[None, None, 8, 3, None]"
"<f19v.6,+P0>","[None, None, None, None, 8]"
"<f19v.7,+P0>","[None, 8, None, None]"
"<f19v.8,+P0>","[3, None, None, None, None, 3]"
"<f19v.9,+P0>","[None, 8, None, 2, None, 9]"
"<f19v.10,+P0>","[8, None, 8, None, 8, None]"
"<f19v.11,+P0>","[None, 3, None, 8, None, 0]"
"<f19v.12,+P0>","[None, None, 8, 8, 0, 5]"
"<f19v.13,+P0>","[None, None, 0, 2, 2, None, 2]"
"<f19v.14,+Pr>","[None, None]"
<f20r>,[]
"<f20r.1,@P0>","[None, None, None, None, None, None, None]"
"<f20r.2,+P0>","[None, None, None, 6, None, None, None]"
"<f20r.3,+P0>","[None, None, None, None, None, None, None, 5]"
"<f20r.4,+P0>","[None, 6, None, None]"
"<f20r.5,+P0>","[None, None, 7, None, None, None, 8]"
"<f20r.6,+P0>","[None, None, None, None, 8, None, None, 8]"
"<f20r.7,+P0>","[None, 8, None, None, 8, None, 0]"
"<f20r.8,+P0>","[None, None, 8, None]"
"<f20r.9,+P0>","[None, None, None, None, None, None]"
"<f20r.10,+P0>","[None, None, 8, None, None, None, None, 3]"
"<f20r.11,+P0>","[None, None, None, None, None, None]"
"<f20r.12,+P0>","[None, None, None, None, None, None, 8, 3]"
"<f20r.13,+P0>","[None, None, None, None]"
<f20v>,[]
"<f20v.1,@P0>","[5, 9, None, None, None, None, 8, None]"
"<f20v.2,+P0>","[8, 2, None, None, None, None, 0, None, None, 0]"
"<f20v.3,+P0>","[None, None, None, None, None, None, None, None]"
"<f20v.4,+P0>","[None, 8, 8, None, 8]"
"<f20v.5,+P0>","[None, None, 0, None, None, None, None, None, 8]"
"<f20v.6,+P0>","[5, None, 9, None, None, None, None, None]"
"<f20v.7,+P0>","[None, None, None, 8, None, None, 8, 8]"
"<f20v.8,+P0>","[None, None, None, 3, None, 8, 8, 8]"
"<f20v.9,+P0>","[None, None, None, None, None, None, None, 3]"
"<f20v.10,+P0>","[None, None, None, 8, None, None, 7]"
"<f20v.11,+P0>","[9, None, None, None]"
<f21r>,[]
"<f21r.1,@P0>","[None, 8, None, 8, None, None, None, 0, None]"
"<f21r.2,+P0>","[8, None, 8, None, None, None, None, None, 8]"
"<f21r.3,+P0>","[None, 8, 3, None, None, None, None, None, 8]"
"<f21r.4,+P0>","[None, 8, None, None, None, None]"
"<f21r.5,+P0>","[None, 8, None, None, 0, None, None, None]"
"<f21r.6,+P0>","[None, 8, 9, None, 9, None, None, None, 8]"
"<f21r.7,+P0>","[None, 8, None, None, None, None]"
"<f21r.8,+P0>","[None, 0, None, None, None, None, 0]"
"<f21r.9,+P0>","[8, None, None, None, None, None, None, None, 8]"
"<f21r.10,+P0>","[None, None, None, None, None, 3, None, 0]"
"<f21r.11,+P0>","[None, None, None, None, None, 0, None, None, None]"
"<f21r.12,+P0>","[None, None, None, None, None, None, 8, None]"
<f21v>,[]
"<f21v.1,@P0>","[None, None, None, None, 6, None, None]"
"<f21v.2,+P0>","[None, None, None, None, None, None, None, 8]"
"<f21v.3,+P0>","[None, None, None, None, None, None, None, 8, 3]"
"<f21v.4,+P0>","[None, None, None, None, 8, 8, None, None]"
"<f21v.5,+P0>","[None, None, None, 3, None, 8, 5, 8]"
"<f21v.6,+P0>","[None, None, None, None, 5, 8]"
"<f21v.7,+P0>","[None, None, None, None, 8, None]"
"<f21v.8,+P0>","[None, 3, None]"
<f22r>,[]
"<f22r.1,@P0>","[3, None, None, None, None, 0, 9, 8, None, None]"
"<f22r.2,+P0>","[6, 6, None, 8, 9, None, 8, 0, None, 8, None, 3]"
"<f22r.3,+P0>","[None, 3, 8, None, 8, None, None, 3, None]"
"<f22r.4,+P0>","[None, None, 8, None, 3, None, 8, None, 8]"
"<f22r.5,+P0>","[6, 8, None, 3, 8, None, 5, 8, None]"
"<f22r.6,+P0>","[8, None, None]"
"<f22r.7,+P0>","[None, None, None, 5, None, 2, 6, None, None]"
"<f22r.8,+P0>","[None, 0, 8, None, None, None, None, 5, None]"
"<f22r.9,+P0>","[6, 8, None, None, 5]"
"<f22r.10,+P0>","[None, None, 8, None, None, None, None, 8, None, 5]"
"<f22r.11,+P0>","[5, None, None, 8, 0, 2, 8, 8, None, None, 8]"
"<f22r.12,+P0>","[None, None, None, None, None, 8, 3]"
"<f22r.13,+P0>","[None, 3, None, 2]"
<f22v>,[]
"<f22v.1,@P0>","[5, None, 8, None, 0, 8, None, None]"
"<f22v.2,+P0>","[8, 2, None, None, None, None, None]"
"<f22v.3,+P0>","[None, None, None, None, None, None, 0]"
"<f22v.4,+P0>","[None, None, None, 8, 6, 2]"
"<f22v.5,+P0>","[8, 8, None, 8]"
"<f22v.6,+P0>","[None, None, 0]"
"<f22v.7,+P0>","[None, None, None, None]"
"<f22v.8,+P0>","[None, None, None, 8, 8]"
"<f22v.9,+P0>","[None, None, None, None, 0, 8]"
"<f22v.10,+P0>","[None, 8, 8, 8, 2]"
"<f22v.11,+P0>","[8, 0, 8]"
"<f22v.12,+P0>","[None, 8, None]"
"<f22v.13,+P0>","[None, None, None]"
"<f22v.14,+P0>","[None, None, None, 8]"
"<f22v.15,+P0>","[None, None, None, None, 8]"
"<f22v.16,+Pc>","[None, 3]"
<f23r>,[]
"<f23r.1,@P0>","[None, None, None, 0, None, 8, None, 8, 6, 3]"
"<f23r.2,+P0>","[3, 3, None, 8, None, None, None, 8, 8, None, 5]"
"<f23r.3,+P0>","[None, 2, 2, 8, None, 3]"
"<f23r.4,+P0>","[None, 9, 2, None, None, 8, None, None, None]"
"<f23r.5,+P0>","[None, None, 2, None, 5, None, 3, 6, 6, 8, 8]"
"<f23r.6,+P0>","[None, 2, None, 2, 3, 9, None, 5, 8, None, 3]"
"<f23r.7,+P0>","[8, None, None, None, 3, None, 5, 8, 6, 8, 3]"
"<f23r.8,+P0>","[None, None, 5, None, 6, None, None, 8, 3, None]"
"<f23r.9,+P0>","[9, None, None, 3, 8, None, None, 8, 6, 8, 3]"
"<f23r.10,+P0>","[None, 8, None, 8, None, 6, None, 3, 2]"
"<f23r.11,+P0>","[2, 3]"
<f23v>,[]
"<f23v.1,@P0>","[3, 6, None, None, 0, 6, None, None, 8]"
"<f23v.2,+P0>","[None, None, None, None, 8, None, None, None]"
"<f23v.3,+P0>","[None, 8, None, None, 6, 8, None, 8, None]"
"<f23v.4,+P0>","[None, 5, None, 3, None, 3]"
"<f23v.5,+P0>","[8, None, None, 8, 6]"
"<f23v.6,+P0>","[None, None, None, 9, 8, None, 6]"
"<f23v.7,+P0>","[0, 6, None, None, None, 8, 3, 8, 2]"
"<f23v.8,+P0>","[None, 8, None, 9, 3, 8, None, 6, 8]"
"<f23v.9,+P0>","[None, 3, 3, 3, 3, 8, None, 3, None, 3]"
"<f23v.10,+P0>","[8, None, None, None, None, 0, 6]"
"<f23v.11,+P0>","[8, 3, 6, 6, 6, None, 6]"
"<f23v.12,+P0>","[6, 5, 6, None]"
<f24r>,[]
"<f24r.1,@P0>","[3, None, None, None, None, 8, 8]"
"<f24r.2,+P0>","[None, None, 6, None, 8]"
"<f24r.3,+P0>","[None, None, 9, None, None]"
"<f24r.4,+P0>","[8, None, None, None, None, 8]"
"<f24r.5,+P0>","[None, None, 8, None, None, None, None]"
"<f24r.6,+P0>","[None, None, 0, None, None]"
"<f24r.7,+P0>","[None, None, 8, None, None, None]"
"<f24r.8,+P0>","[None, 8, 8, None, 8, None]"
"<f24r.9,+P0>","[6, None, None, 8, 3]"
"<f24r.10,+P0>","[None, None, None, 8, 8, None, 8]"
"<f24r.11,+P0>","[3, None, None, None, None]"
"<f24r.12,+P0>","[None, None, 8, 5, None]"
"<f24r.13,+P0>","[None, 6, 8, None, None, 8, 3]"
"<f24r.14,+P0>","[None, None, None, None, None]"
"<f24r.15,+P0>","[None, None, 6, 3, 8]"
"<f24r.16,+P0>","[None, None, 3, 8, 3]"
"<f24r.17,+P0>","[None, 0, None, None, 8]"
"<f24r.18,+P0>","[None, None, 8, None, 8]"
"<f24r.19,+P0>","[8, 9, None, None, None]"
"<f24r.20,+Pc>","[5, None]"
<f24v>,[]
"<f24v.1,@P0>","[None, None, 6, None, None, None, None, 9]"
"<f24v.2,+P0>","[3, None, None, None, 8, None, 0, 0, None, None, None]"
"<f24v.3,+P0>","[None, None, None, 9, None]"
"<f24v.4,+P0>","[3, None, 9, 8, 6, 3]"
"<f24v.5,+P0>","[None, 8, None, 5]"
"<f24v.6,+P0>","[None, None, 3]"
"<f24v.7,+P0>","[None, 5, 3, 6]"
"<f24v.8,+P0>","[None, None, None, 5]"
"<f24v.9,+P0>","[None, None, 8, None, 8]"
"<f24v.10,+P0>","[None, None, None, None]"
"<f24v.11,+P0>","[3, None, None, 8]"
"<f24v.12,+P0>","[None, 3, 7, None, None, 8, None]"
"<f24v.13,+P0>","[None, None, None, 3, None, 8, 0]"
"<f24v.14,+P0>","[5, None, None, None, 8]"
"<f24v.15,+P0>","[None, None, None, None]"
"<f24v.16,+P0>","[None, 6]"
<f25r>,[]
"<f25r.1,@P0>","[None, None, 8, 9, None, 8, None, None, 8]"
"<f25r.2,+P0>","[0, None, None, None, None, None, None, None, None, None]"
"<f25r.3,+P0>","[None, None, None, None, 8, None, 8, None, None]"
"<f25r.4,+P0>","[None, None, None, None, 8, None, None, None]"
"<f25r.5,+P0>","[None, None, None, 8, 8, None, None]"
"<f25r.6,+P0>","[9, None]"
"<f25r.7,=Pt>","[5, 0, 5, 0]"
<f25v>,[]
"<f25v.1,@P0>","[None, None, 8, None, 8, None, None, None, 8]"
"<f25v.2,+P0>","[None, None, None, 8, 8, None, 8, None, 8]"
"<f25v.3,+P0>","[None, None, None, 8, None, None, 5]"
"<f25v.4,+P0>","[None, None, None, 8, None, None, 8, None]"
"<f25v.5,+P0>","[3, None, None, None, None, 8, None, 8, 8, 8]"
"<f25v.6,+P0>","[None, 8, None, None, None, None, 8, None, None, 8]"
"<f25v.7,+P0>","[6, None, 5, 8, None, None]"
<f26r>,[]
"<f26r.1,@P0>","[None, 6, None, None, None, None, 3, None]"
"<f26r.2,+P0>","[None, 8, None, None, None, None, 8, None, 8]"
"<f26r.3,+P0>","[8, None, None, 6, None, None, 3, 8, None, 8, 8]"
"<f26r.4,+P0>","[None, None, None, None, None, None, 8, 8, 8, 3]"
"<f26r.5,+P0>","[8, None, None, None, None, 8, None, None, None, None]"
"<f26r.6,+P0>","[None, None]"
"<f26r.7,+P0>","[None, None, 3, None, None, 8, 8, None, None, 3]"
"<f26r.8,+P0>","[8, None, None, None, 8, 8, 6, None, None, None]"
"<f26r.9,+P0>","[None, None, None, None, 8, 8, 8, None, None, None]"
"<f26r.10,+P0>","[None, 8, None, None, 0]"
<f26v>,[]
"<f26v.1,@P0>","[None, None, 5, None, 5, None, None, None, None, None]"
"<f26v.2,+P0>","[5, None, None, None, 3, 8, None, None, 8, None, 3, None]"
"<f26v.3,+P0>","[None, 6, 3, None, None, None, None, 6, None, None, None, 3]"
"<f26v.4,+P0>","[None, None, None, 5, None, 8, None, 8, None, None]"
"<f26v.5,+P0>","[None, None, None, None, None, None, None, None, None, 3]"
"<f26v.6,+P0>","[None, None, None, 3, None, None, 8, None, 3, None, None, None]"
"<f26v.7,+P0>","[None, 3, None, None, 5, None, 6, None, None, None]"
"<f26v.8,+P0>","[None, None, None, 2, None, None, 8, 8, None, None, 8]"
"<f26v.9,+P0>","[None, None, None, None, 8]"
<f27r>,[]
"<f27r.1,@P0>","[9, None, None, None, None, None, None]"
"<f27r.2,+P0>","[8, 7, None, 8, 3, None, None, None, 3]"
"<f27r.3,+P0>","[None, None, None, None, None, None, None, 8, None, 8]"
"<f27r.4,+P0>","[None, None, None, None, None, None, None, None]"
"<f27r.5,+P0>","[8, None, None, None, None, 8, 8, 5]"
"<f27r.6,+P0>","[None, None, None, None, None, None]"
"<f27r.7,+P0>","[None, None, None, None, None, 3, None, None]"
"<f27r.8,+P0>","[None, None, None, 8, 3, None, 8, None, 3]"
"<f27r.9,+P0>","[None, None, None, None, 0, None]"
"<f27r.10,+P0>","[None, None, 8, 8, None, None, 8]"
"<f27r.11,+P0>","[None, 5, None, None, None, 9]"
"<f27r.12,+P0>","[8, None, None, None, 0]"
"<f27r.13,+Pc>",[None]
<f27v>,[]
"<f27v.1,@P0>","[None, None, None, None, 3, None, None, None, None]"
"<f27v.2,+P0>","[None, None, None, None, None, None, None, None, None, 5, None]"
"<f27v.3,+P0>","[None, None, None, None, 3, None, None, None]"
"<f27v.4,+P0>","[None, None, None, None, None, 9, 8, None, None]"
"<f27v.5,+P0>","[None, None, None, None, None, None]"
"<f27v.6,+P0>","[None, None, None, None, None]"
"<f27v.7,+P0>","[None, None, None, None, None, None]"
"<f27v.8,+P0>","[None, None]"
<f28r>,[]
"<f28r.1,@P0>","[None, None, None, None, 8, None, None, None]"
"<f28r.2,+P0>","[None, None, None, 7, None, 8, None, None, 3]"
"<f28r.3,+P0>","[None, None, None, None, None, None, None]"
"<f28r.4,+P0>","[None, None, 0, None, None, 0, None, None]"
"<f28r.5,+P0>","[None, 0, None, None, None, None, None, 8]"
"<f28r.6,+P0>","[None, None, None, 8, None, None, 5]"
"<f28r.7,+P0>","[None, 0, None, None, 0, None, 8, 3]"
"<f28r.8,+P0>","[None, 8, None, 9, 8, None, None, 0]"
"<f28r.9,+P0>","[None, None, None, None]"
<f28v>,[]
"<f28v.1,@P0>","[None, None, None, None, None, None, 8, None]"
"<f28v.2,+P0>","[None, None, None, None, None, None, None, None, 8]"
"<f28v.3,+P0>","[None, None, None, None]"
"<f28v.4,+P0>","[None, None, None, 8, None, None, None, None, 8, None]"
"<f28v.5,+P0>","[0, None, 8, None, None, None, None, 5]"
"<f28v.6,+Pr>","[8, None]"
"<f28v.7,*P0>","[None, 8, None, None, 8, None, 7, None, None, 5, 8]"
"<f28v.8,+P0>","[8, None, None, None, 8, 2, None, 8, None]"
"<f28v.9,+P0>","[8, None, None, 8, None, 3]"
<f29r>,[]
"<f29r.1,@P0>","[3, None, 8, None, None, None, None, None]"
"<f29r.2,+P0>","[None, None, None, 8, None, 3, None, None, None, 3, 8]"
"<f29r.3,+P0>","[None, None, None, None, None, None, None]"
"<f29r.4,+P0>","[None, None, None]"
"<f29r.5,+P0>","[None, None, None, None, None, None, None, 3]"
"<f29r.6,+P0>","[None, None, None, None, 8, None]"
"<f29r.7,+P0>","[None, None, None, None, None, None, 8]"
"<f29r.8,+P0>","[None, None, None, None, None, 9, 8, None]"
"<f29r.9,+P0>","[None, None, None, 9, None, None]"
<f29v>,[]
"<f29v.1,@P0>","[9, None, None, 6, 3, None, None, None, None, 8]"
"<f29v.2,+P0>","[None, 8, None, None, None, None, None, None, 3]"
"<f29v.3,+P0>","[None, None, 9, None, 6, None, 3, 8, None, None, 8]"
"<f29v.4,+P0>","[None, None, 8, None, None, 7, None, None, 8]"
"<f29v.5,+P0>","[None, None, None, None, None, None]"
"<f29v.6,+P0>","[None, None, None, None, None, 3, None, None]"
"<f29v.7,+P0>","[None, None, 8, 2, 8, None, None, None]"
"<f29v.8,+P0>","[0, None, None, 8, None, None, None, 8]"
"<f29v.9,+P0>","[None, None, None, None, 3, None, None, 8]"
"<f29v.10,+P0>","[None, 8, None, None, None, None]"
"<f29v.11,+P0>","[8, None, None, 3, None, 0]"
"<f29v.12,+P0>","[None, None, 8]"
<f30r>,[]
"<f30r.1,@P0>","[None, None, None, None, None, None, None, 8, 8, None]"
"<f30r.2,+P0>","[None, None, None, None, None, None, None, None, None, 8]"
"<f30r.3,+P0>","[None, None, 8, None, 5, 5, None, None]"
"<f30r.4,+P0>","[None, None, None, None, 3, None, 3, None]"
"<f30r.5,+P0>","[None, None, None, None, None, None]"
"<f30r.6,+P0>","[None, None, None, None, 3, 8, 8, None, 8]"
"<f30r.7,+P0>","[None, None, None]"
"<f30r.8,+P0>","[None, 6, None, None, None, None, None]"
"<f30r.9,+P0>","[None, None, None, None, None, None, None]"
"<f30r.10,+P0>","[None, None, None, None, None, None]"
"<f30r.11,+P0>","[None, None, None, None, None, None, None, 8, 8]"
"<f30r.12,+P0>","[None, None, None, 8, None, 3, None, None]"
"<f30r.13,+P0>","[None, None, None, None]"
<f30v>,[]
"<f30v.1,@P0>","[None, None, None, None, None, None, None]"
"<f30v.2,+P0>","[None, None, None, None, None, None, 6, None, 8, None]"
"<f30v.3,+P0>","[None, 8, None, 5, 8, None, 3, None]"
"<f30v.4,+P0>","[None, 8, None, None, None, 8]"
"<f30v.5,+P0>","[8, None, None, 2, None]"
"<f30v.6,+P0>","[None, None, None, 5]"
"<f30v.7,+P0>","[None, None, None, None, None, 8]"
"<f30v.8,+P0>","[None, None, None, None]"
"<f30v.9,+P0>","[None, None, None, None]"
"<f30v.10,+P0>","[None, None, None, 8]"
"<f30v.11,+P0>","[3, None, 8, None]"
<f31r>,[]
"<f31r.1,@P0>","[None, None, None, 8, None, None]"
"<f31r.2,+P0>","[None, 8, None, None, 8, 8, None, None]"
"<f31r.3,+P0>","[None, None, 8, None, 5, None, 8, 8, None]"
"<f31r.4,+P0>","[None, None, 3, 8, 8, 3, None, None, None, None]"
"<f31r.5,+P0>","[8, None, None]"
"<f31r.6,+P0>","[None, None, None, None, None, 8, 3]"
"<f31r.7,+P0>","[None, 8, 8, None, None, None, None, None, 3]"
"<f31r.8,+P0>","[None, None, None, None, None, None, None]"
"<f31r.9,+P0>","[5, None, None, None]"
"<f31r.10,+P0>","[8, None, None, None, None, None, 3, None]"
"<f31r.11,+P0>","[None, None, 3, None, None, None, None, 9, None]"
"<f31r.12,+P0>","[None, None, None, None, None, 3]"
"<f31r.13,+P0>","[None, None, None, None, 3]"
"<f31r.14,+P0>","[5, 8, None, 8, None]"
"<f31r.15,+P0>","[None, None, None]"
"<f31r.16,+Pc>","[None, None]"
<f31v>,[]
"<f31v.1,@P0>","[5, None, None, None, None, 8, 3, 3, None, None, 3]"
"<f31v.2,+P0>","[None, None, None, 8, None, None, None, 8, None, None]"
"<f31v.3,+P0>","[None, 8, None, None, None, None, None, 5, None, 8, None]"
"<f31v.4,+P0>","[5, None, None, None, None, None, 3, None, None, 0]"
"<f31v.5,+P0>","[None, None, 3]"
"<f31v.6,+P0>","[None, None, None, None, None, 8, None, 3, 6, None, 0]"
"<f31v.7,+P0>","[None, None, None, None, None, 9, 8, None, 9, 3]"
"<f31v.8,+P0>","[2, None, None, None, 8, None, None, None, 9]"
"<f31v.9,+P0>","[None, None, None, 8, None, None, None, None, None]"
"<f31v.10,+P0>","[8, None, 3, 9, None, None, 8, 8, None, None, 9, None, 3]"
"<f31v.11,+P0>","[8, 3, None, None, None, None, 8, None]"
<f32r>,[]
"<f32r.1,@P0>","[None, None, 5, 8, None, None, 0, None]"
"<f32r.2,+P0>","[9, None, None, None, 3, None, None]"
"<f32r.3,+P0>","[None, None, None, None, 8, None, 8]"
"<f32r.4,+P0>","[None, None, None, 8, 8, None]"
"<f32r.5,+P0>","[None, None, 8]"
"<f32r.6,+P0>","[None, None]"
"<f32r.7,+P0>","[0, 8, 6, 5]"
"<f32r.8,+P0>","[None, 3, 8, 8]"
"<f32r.9,+P0>","[None, 3]"
"<f32r.10,+P0>","[None, None]"
"<f32r.11,+P0>","[None, None, 8]"
"<f32r.12,+P0>","[None, 7]"
"<f32r.13,+P0>","[None, 8, 8, None]"
"<f32r.14,+P0>","[None, None, 8, None]"
"<f32r.15,+P0>","[None, None, 5, 6]"
"<f32r.16,+P0>","[None, None, 8]"
"<f32r.17,+P0>","[None, None]"
"<f32r.18,+P0>","[5, None]"
"<f32r.19,+P0>","[8, None, 9]"
<f32v>,[]
"<f32v.1,@P0>","[None, None, None, 5, 8, None]"
"<f32v.2,+P0>","[8, 6, None, 8, None, None, 3, 8, None]"
"<f32v.3,+P0>","[None, 8, None, None, 8, 8, 8, None, 5]"
"<f32v.4,+P0>","[8, None, None, 8, None, None, 8, None, None, 8]"
"<f32v.5,+P0>","[None, 8, None, None, None, 8, 8, None, 3]"
"<f32v.6,+P0>","[None, None, None]"
"<f32v.7,+P0>","[None, None, None, None, None, 8, 5, None, 8, 6]"
"<f32v.8,+P0>","[None, 8, 8, None, None, None, 8, None]"
"<f32v.9,+P0>","[None, None, None, None, 8, None, 8]"
"<f32v.10,+P0>","[None, None, None, None, 8, None, None, 8, 3]"
"<f32v.11,+P0>","[6, None, None]"
<f33r>,[]
"<f33r.1,@P0>","[None, None, None, None, 2, None, None, None, 8]"
"<f33r.2,+P0>","[None, None, None, 9, None, 0, 3, None, 0, 0]"
"<f33r.3,+P0>","[8, 8, None, None, None, None, None, None, 8, None, 2]"
"<f33r.4,+P0>","[3, None, 8, 3, 5, 8, 8, 3, None, None, 8, 8, 8]"
"<f33r.5,+P0>","[3, 8, 8, 0, 6, 9, 8, 9, 0, None, None, None, 5]"
"<f33r.6,+P0>","[None, None, None, None, 8, 8, 8, 9]"
"<f33r.7,+P0>","[3, None, 8, 8, 8, None, 8, 3, None]"
<f33v>,[]
"<f33v.1,@P0>","[5, 8, 3, None, 3, None, 3, None]"
"<f33v.2,+P0>","[None, 8, 8, 8, 0, 8, None, 2, 0, None]"
"<f33v.3,+P0>","[3, None, 8, 3, None, 8, 8, 8, 5, 8]"
"<f33v.4,+P0>","[5, None, 3, None, None, 0, None, None, 3, None]"
"<f33v.5,+P0>","[None, None, 8, None, 8, 3, None, 3, 2, None, 8]"
"<f33v.6,+P0>","[None, 3, 6, 8, None, None, 6, 8, None]"
"<f33v.7,+P0>","[None, None, None, None, 8, 8, None, 5, None, 3]"
"<f33v.8,+P0>","[3, 3, None, None, None, 8, None, None, 8, 8, 8, 3, 8, 8]"
"<f33v.9,+P0>","[3, 8, 8, None, 3, None, None, 8, None, 3, 8, 8, 3, 8]"
"<f33v.10,+P0>","[None, 8, None, 8, 8, 8, None, 9]"
"<f33v.11,+P0>","[3, 3, None, 5]"
<f34r>,[]
"<f34r.1,@P0>","[None, 6, 2, 2, None, None, 6, 3, None]"
"<f34r.2,+P0>","[2, None, 6, None, None, None, None, None]"
"<f34r.3,+P0>","[None, None, None, 3, None, None, None, None, 8, 8, 5]"
"<f34r.4,+P0>","[None, 8, None, 8, None, None, None, None, 8, None]"
"<f34r.5,+P0>","[None, None, None, 6, None, 3, None, None, None, 8]"
"<f34r.6,+P0>","[None, None, None, 6, None, 8, None, 3, 5, 3]"
"<f34r.7,+P0>","[None, 3, None, None, None, None, None, 8, 3, 5]"
"<f34r.8,+P0>","[None, None, 6, None, 2, 3, None, 3]"
"<f34r.9,+P0>","[None, None, 3, None, None, 8, None, 5, 8, 3]"
"<f34r.10,+P0>","[None, None, 6, None, None]"
"<f34r.11,+P0>","[None, None, 9, None, None, None, None, 8]"
"<f34r.12,+P0>","[None, 8, 9, 8, None, None, None, None, None, 3, 8, 8]"
"<f34r.13,+P0>","[None, 8, None, 6, 9, None, None, None, 3, 5, 3]"
"<f34r.14,+P0>","[8, 3, 8, 9, 6, 3, 8, None, None, None, None, None, 5]"
"<f34r.15,+P0>","[5, None, None, None, None, None, 2, None]"
<f34v>,[]
"<f34v.1,@P0>","[None, None, None, None, None, None, None, None, None, 3]"
"<f34v.2,+P0>","[8, None, None, None, None, None, None, None, 2, 8, 5]"
"<f34v.3,+P0>","[2, None, None, None, None, 8, 6, None, None, None, None, 3, 3]"
"<f34v.4,+P0>","[None, None, None, None, None, 3, None, None, 8, 0]"
"<f34v.5,+P0>","[None, 8, 3, None, None, None, 5, None, None, None, None]"
"<f34v.6,+P0>","[None, None, None, None, None, None, None, 8, 3, None]"
"<f34v.7,+P0>","[None, None, None, None, 9, 8, None, None, 8, 3, None, 0]"
"<f34v.8,+P0>","[None, 0, 3, None, None, None, 8, 3, None, 9]"
"<f34v.9,+P0>","[None, None, None, None, None, None, None, None, 9, None, 3]"
"<f34v.10,+P0>","[5, None, None, None, None, None, None, 5, None, 8, None, 9]"
"<f34v.11,+P0>","[None, 8, 8, 8, None, 9, None]"
<f35r>,[]
"<f35r.1,@P0>","[None, 8, None, None, None, 8]"
"<f35r.2,+P0>","[None, None, None, 8]"
"<f35r.3,+P0>","[None, None, None, 3, None]"
"<f35r.4,+P0>","[None, None, None, None, 8, 5]"
"<f35r.5,+P0>","[None, None, None, 8, None, 8, 5]"
"<f35r.6,+P0>","[None, None, None, 8]"
"<f35r.7,+P0>","[None, None, None]"
"<f35r.8,+P0>","[None, 8, 8]"
"<f35r.9,+P0>","[8, None, 8, None, None]"
"<f35r.10,+P0>","[8, 8, None, None, 8, None, 8, None, 8]"
"<f35r.11,+P0>","[None, None, None, None, None, 3, 5, 8]"
"<f35r.12,+P0>","[6, None, None, None, 3, None, 9, None]"
"<f35r.13,+P0>","[None, None, None, None, 5, None, 3]"
"<f35r.14,+P0>","[None, None, 8, None, None, 8, None, None]"
"<f35r.15,+P0>","[None, 8, None, 8, 2]"
<f35v>,[]
"<f35v.1,@P0>","[None, None, 8, 3]"
"<f35v.2,+P0>","[None, None, None, 2]"
"<f35v.3,+P0>","[None, None, None, 8]"
"<f35v.4,+P0>","[None, None, None, None]"
"<f35v.5,+P0>","[None, None, None]"
"<f35v.6,+P0>","[None, None, None, None]"
"<f35v.7,+P0>","[None, None, None, 3, 9, 8]"
"<f35v.8,+P0>","[8, None, None, None, None]"
"<f35v.9,+P0>","[None, None, None]"
"<f35v.10,+P0>","[None, None, 3, None]"
"<f35v.11,+P0>","[None, None]"
"<f35v.12,+P0>","[None, 8, 8, 8, 6, 3]"
"<f35v.13,+P0>","[6, None, 6, 3, None]"
"<f35v.14,+P0>","[None, None, 3, 8]"
"<f35v.15,+P0>","[2, None, None, None]"
"<f35v.16,+P0>","[3, None, 8, 8]"
"<f35v.17,+P0>","[8, 8, None, None]"
"<f35v.18,+P0>","[8, None, None, 8]"
"<f35v.19,+P0>","[None, None, None, 8]"
"<f35v.20,+P0>","[8, None, None, None, 9]"
"<f35v.21,+P0>","[5, None, None]"
<f36r>,[]
"<f36r.1,@P0>","[None, None, None, 5, None, None, None, 5]"
"<f36r.2,+P0>","[3, None, 2, None, None, None, None, 8, 3]"
"<f36r.3,+P0>","[None, None, 8, 8, 3]"
"<f36r.4,+P0>","[5, None, None, 8, 8, None, None, None]"
"<f36r.5,+P0>","[8, None, None, None, 8, 3, 8, None, 8, None]"
"<f36r.6,+P0>","[8, None, 2, 8, 8, 3, 9]"
"<f36r.7,+P0>","[None, None, 9, 8, None, 2, 3]"
"<f36r.8,+P0>","[None, None, None, 3]"
"<f36r.9,+P0>","[2, 8, 0]"
<f36v>,[]
"<f36v.1,@P0>","[None, None, None, None, None, 0, None, 8]"
"<f36v.2,+P0>","[None, None, 8, 0, None, 2, None, None, None, 3]"
